Date,Open,High,Low,Close,Adj Close,Volume
2015-10-06,198.30999755859372,198.97999572753903,197.0,197.7899932861328,167.5986328125,110274500
2015-10-07,198.8999938964844,199.8300018310547,197.47999572753903,199.41000366210935,168.9713592529297,124307300
2015-10-08,198.9499969482422,201.5500030517578,198.58999633789065,201.2100067138672,170.49659729003906,153055200
2015-10-09,201.3800048828125,201.8999938964844,200.5800018310547,201.3300018310547,170.59825134277344,107069200
2015-10-12,201.4199981689453,201.75999450683597,200.91000366210935,201.5200042724609,170.75930786132812,56395600
2015-10-13,200.6499938964844,202.16000366210935,200.0500030517578,200.25,169.68312072753906,88038700
2015-10-14,200.17999267578125,200.8699951171875,198.94000244140625,199.2899932861328,168.86964416503906,99106200
2015-10-15,200.0800018310547,202.3600006103516,199.63999938964844,202.3500061035156,171.46255493164062,134142200
2015-10-16,202.8300018310547,203.2899932861328,201.9199981689453,203.2700042724609,172.24221801757812,114580100
2015-10-19,202.5,203.3699951171875,202.1300048828125,203.3699951171875,172.32693481445312,76523900
2015-10-20,202.8500061035156,203.83999633789065,202.5500030517578,203.1100006103516,172.10662841796875,78448500
2015-10-21,203.6100006103516,203.7899932861328,201.6499938964844,201.8500061035156,171.0389404296875,102038000
2015-10-22,202.97999572753903,205.50999450683597,201.8500061035156,205.25999450683597,173.92837524414062,174911700
2015-10-23,207.25,207.9499969482422,206.3000030517578,207.50999450683597,175.83493041992188,144442300
2015-10-26,207.3000030517578,207.3699951171875,206.55999755859372,207.0,175.40280151367188,69033000
2015-10-27,206.1999969482422,207.0,205.7899932861328,206.6000061035156,175.06385803222656,77905800
2015-10-28,207.0,208.97999572753903,206.2100067138672,208.9499969482422,177.0551300048828,135906700
2015-10-29,208.3500061035156,209.2700042724609,208.2100067138672,208.8300018310547,176.95350646972656,90525500
2015-10-30,209.05999755859372,209.44000244140625,207.7400054931641,207.92999267578125,176.19078063964844,131076900
2015-11-02,208.32000732421875,210.6199951171875,208.1699981689453,210.38999938964844,178.2753143310547,86270800
2015-11-03,209.97000122070312,211.66000366210935,209.6999969482422,211.0,178.79222106933594,95246100
2015-11-04,211.3500061035156,211.5,209.72000122070312,210.3600006103516,178.2499237060547,96224500
2015-11-05,210.42999267578125,210.97999572753903,209.08999633789065,210.1499938964844,178.07196044921875,78408700
2015-11-06,209.7400054931641,210.32000732421875,208.4600067138672,210.0399932861328,177.97877502441406,110471500
2015-11-09,209.30999755859372,209.4900054931641,206.9499969482422,208.0800018310547,176.31793212890625,131008700
2015-11-10,207.50999450683597,208.6000061035156,207.19000244140625,208.55999755859372,176.72467041015625,75874600
2015-11-11,208.8800048828125,208.94000244140625,207.66000366210935,207.7400054931641,176.02989196777344,67846000
2015-11-12,206.5,207.05999755859372,204.82000732421875,204.83999633789065,173.57247924804688,121315200
2015-11-13,204.3500061035156,204.6699981689453,202.44000244140625,202.5399932861328,171.62355041503906,153577100
2015-11-16,202.32000732421875,205.69000244140625,202.17999267578125,205.6199951171875,174.2334442138672,117645200
2015-11-17,205.9900054931641,207.0399932861328,204.8800048828125,205.47000122070312,174.1063232421875,121123700
2015-11-18,206.0399932861328,208.8999938964844,205.9900054931641,208.72999572753903,176.86871337890625,121342500
2015-11-19,208.58999633789065,209.0500030517578,208.1999969482422,208.5500030517578,176.71621704101562,88220500
2015-11-20,209.4499969482422,210.1199951171875,208.8600006103516,209.30999755859372,177.3601837158203,94011500
2015-11-23,209.3800048828125,209.97999572753903,208.5200042724609,209.07000732421875,177.15682983398438,64931200
2015-11-24,207.8699951171875,209.8300018310547,207.41000366210935,209.3500061035156,177.3940887451172,98874400
2015-11-25,209.5,209.7400054931641,209.00999450683597,209.32000732421875,177.3686981201172,51980100
2015-11-27,209.42999267578125,209.8000030517578,208.8600006103516,209.55999755859372,177.57199096679688,37317800
2015-11-30,209.75,209.88999938964844,208.55999755859372,208.69000244140625,176.8347930908203,112822700
2015-12-01,209.44000244140625,210.82000732421875,209.1100006103516,210.67999267578125,178.5210723876953,97858400
2015-12-02,210.6199951171875,211.0,208.22999572753903,208.52999877929688,176.69923400878906,108441300
2015-12-03,208.8300018310547,209.1499938964844,204.75,205.6100006103516,174.22494506835938,166224200
2015-12-04,205.6100006103516,209.97000122070312,205.6100006103516,209.6199951171875,177.6228485107422,192913900
2015-12-07,209.22999572753903,209.72999572753903,207.1999969482422,208.3500061035156,176.5467071533203,102027100
2015-12-08,206.4900054931641,208.2899932861328,205.77999877929688,206.9499969482422,175.3604278564453,103372400
2015-12-09,206.19000244140625,208.67999267578125,204.17999267578125,205.33999633789065,173.99615478515625,162401500
2015-12-10,205.4199981689453,207.42999267578125,205.13999938964844,205.8699951171875,174.4452667236328,116128900
2015-12-11,203.3500061035156,204.13999938964844,201.50999450683597,201.8800048828125,171.06436157226562,211173300
2015-12-14,202.07000732421875,203.0500030517578,199.9499969482422,202.8999938964844,171.92861938476562,182385200
2015-12-15,204.6999969482422,206.1100006103516,202.8699951171875,205.02999877929688,173.73350524902344,154069600
2015-12-16,206.3699951171875,208.38999938964844,204.8000030517578,208.02999877929688,176.2755584716797,197017000
2015-12-17,208.3999938964844,208.47999572753903,204.83999633789065,204.8600006103516,173.58946228027344,173092500
